answer_id,question_id,subject,modality,answer_file,markmax,examiner_1_mark,examiner_2_mark,examiner_1_ao_marks,examiner_2_ao_marks
maths_0095,maths_11,maths,hw,answers/maths/maths_0095.png,5,2,3,,
maths_0096,maths_11,maths,hw,answers/maths/maths_0096.png,5,3,3,,
maths_0097,maths_11,maths,hw,answers/maths/maths_0097.png,5,0,0,,
maths_0098,maths_11,maths,hw,answers/maths/maths_0098.png,5,3,4,,
maths_0099,maths_11,maths,hw,answers/maths/maths_0099.png,5,0,0,,
maths_0100,maths_11,maths,hw,answers/maths/maths_0100.png,5,3,4,,
maths_0101,maths_09,maths,hw,answers/maths/maths_0101.png,4,1,1,,
maths_0102,maths_09,maths,hw,answers/maths/maths_0102.png,4,4,4,,
maths_0103,maths_09,maths,hw,answers/maths/maths_0103.png,4,4,4,,
maths_0104,maths_09,maths,hw,answers/maths/maths_0104.png,4,1,1,,
maths_0105,maths_09,maths,hw,answers/maths/maths_0105.png,4,2,0,,
maths_0106,maths_09,maths,hw,answers/maths/maths_0106.png,4,0,0,,
maths_0107,maths_09,maths,hw,answers/maths/maths_0107.png,4,2,3,,
maths_0108,maths_09,maths,hw,answers/maths/maths_0108.png,4,4,4,,
maths_0109,maths_09,maths,hw,answers/maths/maths_0109.png,4,0,2,,
maths_0110,maths_09,maths,hw,answers/maths/maths_0110.png,4,1,0,,
maths_0111,maths_09,maths,hw,answers/maths/maths_0111.png,4,1,4,,
maths_0112,maths_09,maths,hw,answers/maths/maths_0112.png,4,1,2,,
maths_0113,maths_09,maths,hw,answers/maths/maths_0113.png,4,2,2,,
maths_0114,maths_09,maths,hw,answers/maths/maths_0114.png,4,4,4,,
maths_0115,maths_09,maths,hw,answers/maths/maths_0115.png,4,1,0,,
maths_0116,maths_09,maths,hw,answers/maths/maths_0116.png,4,2,0,,
maths_0117,maths_09,maths,hw,answers/maths/maths_0117.png,4,0,0,,
maths_0118,maths_09,maths,hw,answers/maths/maths_0118.png,4,1,4,,
maths_0119,maths_09,maths,hw,answers/maths/maths_0119.png,4,4,4,,
maths_0120,maths_09,maths,hw,answers/maths/maths_0120.png,4,0,0,,
maths_0121,maths_02,maths,hw,answers/maths/maths_0121.png,1,0,0,,
maths_0122,maths_02,maths,hw,answers/maths/maths_0122.png,1,1,1,,
maths_0123,maths_02,maths,hw,answers/maths/maths_0123.png,1,1,1,,
maths_0124,maths_02,maths,hw,answers/maths/maths_0124.png,1,1,1,,
maths_0125,maths_02,maths,hw,answers/maths/maths_0125.png,1,0,0,,
maths_0126,maths_02,maths,hw,answers/maths/maths_0126.png,1,1,1,,
maths_0127,maths_02,maths,hw,answers/maths/maths_0127.png,1,1,1,,
maths_0128,maths_02,maths,hw,answers/maths/maths_0128.png,1,0,0,,
maths_0129,maths_02,maths,hw,answers/maths/maths_0129.png,1,1,1,,
maths_0130,maths_02,maths,hw,answers/maths/maths_0130.png,1,0,0,,
maths_0131,maths_02,maths,hw,answers/maths/maths_0131.png,1,1,1,,
maths_0132,maths_02,maths,hw,answers/maths/maths_0132.png,1,0,0,,
maths_0133,maths_02,maths,hw,answers/maths/maths_0133.png,1,1,0,,
maths_0134,maths_02,maths,hw,answers/maths/maths_0134.png,1,0,0,,
maths_0135,maths_02,maths,hw,answers/maths/maths_0135.png,1,0,0,,
maths_0136,maths_02,maths,hw,answers/maths/maths_0136.png,1,0,0,,
maths_0137,maths_02,maths,hw,answers/maths/maths_0137.png,1,1,1,,
maths_0138,maths_02,maths,hw,answers/maths/maths_0138.png,1,1,1,,
maths_0139,maths_02,maths,hw,answers/maths/maths_0139.png,1,1,1,,
maths_0140,maths_02,maths,hw,answers/maths/maths_0140.png,1,0,0,,
maths_0141,maths_03,maths,hw,answers/maths/maths_0141.png,2,2,2,,
maths_0142,maths_03,maths,hw,answers/maths/maths_0142.png,2,2,2,,
maths_0143,maths_03,maths,hw,answers/maths/maths_0143.png,2,0,0,,
maths_0144,maths_03,maths,hw,answers/maths/maths_0144.png,2,1,0,,
maths_0145,maths_03,maths,hw,answers/maths/maths_0145.png,2,1,0,,
maths_0146,maths_03,maths,hw,answers/maths/maths_0146.png,2,0,2,,
maths_0147,maths_03,maths,hw,answers/maths/maths_0147.png,2,2,2,,
maths_0148,maths_03,maths,hw,answers/maths/maths_0148.png,2,2,2,,
maths_0149,maths_03,maths,hw,answers/maths/maths_0149.png,2,1,0,,
maths_0150,maths_03,maths,hw,answers/maths/maths_0150.png,2,2,2,,
maths_0151,maths_03,maths,hw,answers/maths/maths_0151.png,2,2,2,,
maths_0152,maths_03,maths,hw,answers/maths/maths_0152.png,2,0,2,,
maths_0153,maths_03,maths,hw,answers/maths/maths_0153.png,2,0,0,,
maths_0154,maths_03,maths,hw,answers/maths/maths_0154.png,2,0,0,,
maths_0155,maths_03,maths,hw,answers/maths/maths_0155.png,2,0,0,,
maths_0156,maths_03,maths,hw,answers/maths/maths_0156.png,2,2,2,,
maths_0157,maths_03,maths,hw,answers/maths/maths_0157.png,2,2,2,,
maths_0158,maths_03,maths,hw,answers/maths/maths_0158.png,2,0,0,,
maths_0159,maths_03,maths,hw,answers/maths/maths_0159.png,2,0,0,,
maths_0160,maths_03,maths,hw,answers/maths/maths_0160.png,2,2,2,,
maths_0161,maths_04,maths,hw,answers/maths/maths_0161.png,2,1,0,,
maths_0162,maths_04,maths,hw,answers/maths/maths_0162.png,2,2,2,,
maths_0163,maths_04,maths,hw,answers/maths/maths_0163.png,2,1,0,,
maths_0164,maths_04,maths,hw,answers/maths/maths_0164.png,2,1,1,,
maths_0165,maths_04,maths,hw,answers/maths/maths_0165.png,2,2,2,,
maths_0166,maths_04,maths,hw,answers/maths/maths_0166.png,2,0,0,,
maths_0167,maths_04,maths,hw,answers/maths/maths_0167.png,2,0,0,,
maths_0168,maths_04,maths,hw,answers/maths/maths_0168.png,2,0,0,,
maths_0169,maths_04,maths,hw,answers/maths/maths_0169.png,2,1,1,,
maths_0170,maths_04,maths,hw,answers/maths/maths_0170.png,2,2,2,,
maths_0171,maths_04,maths,hw,answers/maths/maths_0171.png,2,1,1,,
maths_0172,maths_04,maths,hw,answers/maths/maths_0172.png,2,1,1,,
maths_0173,maths_04,maths,hw,answers/maths/maths_0173.png,2,1,2,,
maths_0174,maths_04,maths,hw,answers/maths/maths_0174.png,2,2,2,,
maths_0175,maths_04,maths,hw,answers/maths/maths_0175.png,2,2,1,,
maths_0176,maths_04,maths,hw,answers/maths/maths_0176.png,2,1,0,,
maths_0177,maths_04,maths,hw,answers/maths/maths_0177.png,2,2,0,,
maths_0178,maths_04,maths,hw,answers/maths/maths_0178.png,2,0,0,,
maths_0179,maths_04,maths,hw,answers/maths/maths_0179.png,2,1,1,,
maths_0180,maths_04,maths,hw,answers/maths/maths_0180.png,2,0,0,,
maths_0181,maths_12,maths,hw,answers/maths/maths_0181.png,5,4,4,,
maths_0182,maths_12,maths,hw,answers/maths/maths_0182.png,5,1,1,,
maths_0183,maths_12,maths,hw,answers/maths/maths_0183.png,5,0,0,,
maths_0184,maths_12,maths,hw,answers/maths/maths_0184.png,5,2,1,,
maths_0185,maths_12,maths,hw,answers/maths/maths_0185.png,5,5,1,,
maths_0186,maths_12,maths,hw,answers/maths/maths_0186.png,5,0,1,,
maths_0187,maths_12,maths,hw,answers/maths/maths_0187.png,5,0,0,,
maths_0188,maths_12,maths,hw,answers/maths/maths_0188.png,5,5,5,,
maths_0189,maths_12,maths,hw,answers/maths/maths_0189.png,5,2,3,,
maths_0190,maths_12,maths,hw,answers/maths/maths_0190.png,5,0,0,,
maths_0191,maths_12,maths,hw,answers/maths/maths_0191.png,5,0,2,,
maths_0192,maths_12,maths,hw,answers/maths/maths_0192.png,5,0,0,,
maths_0193,maths_12,maths,hw,answers/maths/maths_0193.png,5,1,1,,
maths_0194,maths_12,maths,hw,answers/maths/maths_0194.png,5,1,1,,
maths_0195,maths_12,maths,hw,answers/maths/maths_0195.png,5,5,5,,
maths_0196,maths_12,maths,hw,answers/maths/maths_0196.png,5,1,1,,
maths_0197,maths_12,maths,hw,answers/maths/maths_0197.png,5,5,5,,
maths_0198,maths_12,maths,hw,answers/maths/maths_0198.png,5,4,5,,
maths_0199,maths_12,maths,hw,answers/maths/maths_0199.png,5,4,5,,
maths_0200,maths_12,maths,hw,answers/maths/maths_0200.png,5,5,5,,
maths_0201,maths_05,maths,hw,answers/maths/maths_0201.png,2,1,1,,
maths_0202,maths_05,maths,hw,answers/maths/maths_0202.png,2,1,2,,
maths_0203,maths_05,maths,hw,answers/maths/maths_0203.png,2,1,2,,
maths_0204,maths_05,maths,hw,answers/maths/maths_0204.png,2,1,1,,
maths_0205,maths_05,maths,hw,answers/maths/maths_0205.png,2,0,0,,
maths_0206,maths_05,maths,hw,answers/maths/maths_0206.png,2,1,1,,
maths_0207,maths_05,maths,hw,answers/maths/maths_0207.png,2,1,0,,
maths_0208,maths_05,maths,hw,answers/maths/maths_0208.png,2,0,0,,
maths_0209,maths_05,maths,hw,answers/maths/maths_0209.png,2,0,0,,
maths_0210,maths_05,maths,hw,answers/maths/maths_0210.png,2,1,2,,
maths_0211,maths_05,maths,hw,answers/maths/maths_0211.png,2,0,0,,
maths_0212,maths_05,maths,hw,answers/maths/maths_0212.png,2,0,0,,
maths_0213,maths_05,maths,hw,answers/maths/maths_0213.png,2,1,1,,
maths_0214,maths_05,maths,hw,answers/maths/maths_0214.png,2,2,2,,
maths_0215,maths_05,maths,hw,answers/maths/maths_0215.png,2,1,1,,
maths_0216,maths_05,maths,hw,answers/maths/maths_0216.png,2,1,1,,
maths_0217,maths_05,maths,hw,answers/maths/maths_0217.png,2,1,0,,
maths_0218,maths_05,maths,hw,answers/maths/maths_0218.png,2,1,1,,
maths_0219,maths_05,maths,hw,answers/maths/maths_0219.png,2,2,2,,
maths_0220,maths_05,maths,hw,answers/maths/maths_0220.png,2,2,2,,
maths_0221,maths_10,maths,hw,answers/maths/maths_0221.png,4,3,3,,
maths_0222,maths_10,maths,hw,answers/maths/maths_0222.png,4,4,4,,
maths_0223,maths_10,maths,hw,answers/maths/maths_0223.png,4,0,0,,
maths_0224,maths_10,maths,hw,answers/maths/maths_0224.png,4,1,1,,
maths_0225,maths_10,maths,hw,answers/maths/maths_0225.png,4,3,2,,
maths_0226,maths_10,maths,hw,answers/maths/maths_0226.png,4,4,4,,
maths_0227,maths_10,maths,hw,answers/maths/maths_0227.png,4,1,1,,
maths_0228,maths_10,maths,hw,answers/maths/maths_0228.png,4,4,4,,
maths_0229,maths_10,maths,hw,answers/maths/maths_0229.png,4,1,2,,
maths_0230,maths_10,maths,hw,answers/maths/maths_0230.png,4,0,0,,
maths_0231,maths_10,maths,hw,answers/maths/maths_0231.png,4,0,0,,
maths_0232,maths_10,maths,hw,answers/maths/maths_0232.png,4,4,4,,
maths_0233,maths_10,maths,hw,answers/maths/maths_0233.png,4,3,3,,
maths_0234,maths_10,maths,hw,answers/maths/maths_0234.png,4,1,1,,
maths_0235,maths_10,maths,hw,answers/maths/maths_0235.png,4,4,4,,
maths_0236,maths_10,maths,hw,answers/maths/maths_0236.png,4,1,1,,
maths_0237,maths_10,maths,hw,answers/maths/maths_0237.png,4,4,0,,
maths_0238,maths_10,maths,hw,answers/maths/maths_0238.png,4,0,0,,
maths_0239,maths_10,maths,hw,answers/maths/maths_0239.png,4,0,0,,
maths_0240,maths_10,maths,hw,answers/maths/maths_0240.png,4,1,1,,
